,GBM1,GBM3,GBM7,GBM8,GBM9,GBM10,GBM12,O1,GBM14,GBM16,OA1,GBM17,GBM18,GBM19,GBM20,GBM21,GBM22,GBM24,GBM25,GBM26,GBM27,GBM28,GBM29,OA2,A4,O3,O4,O7,O9,GBM30,GBM31,GBM32,GBM38,GBM40,GBM41,GBM42,GBM44,GBM45,GBM46,GBM47,GBM50,OA5,O10,GBM51,GBM52,GBM53,GBM55,GBM57,GBM59,A7,OA6
HDAC4,3.7184502015747,3.4938866964777,3.43666442057142,3.71619447466089,3.75240918514314,3.90187911611376,3.8447357493881,3.7171338761565,3.40426106221888,3.75096597568925,3.92306513331466,3.60215237765174,3.63413130904472,3.7676258375552,3.82428786649952,3.64340924486638,3.8604770783411,3.62985447204079,3.51381481043909,3.49172200874424,3.51648354631732,3.94582847693102,3.40310541501808,4.00211420260284,3.80754064274315,3.84769114861594,4.03011237502185,3.6563169239702,4.15068160585521,3.76621595702724,3.36463521967994,3.68476136599435,3.76740249015675,3.38176215767086,3.68111771731846,3.58232317972967,3.82407888590358,3.4713983642081,3.54849899148799,3.8144579644463,3.34304958625421,4.12788378754995,3.95318738907907,3.57215209819591,3.79386048058674,3.50143024055619,3.54771392451324,3.82402841601306,3.36322583140231,3.85730390443671,3.96246002128664
COL5A2,3.93616496050386,3.9976785828671,3.97442901693681,4.00237650314285,3.45775734077029,3.60077453346425,3.31910855883917,2.80841287629572,4.4783773703939,3.3446965662215,3.32311735513928,3.30104432714542,3.80173674722006,3.2857534847912,3.63911867738204,3.68522905817077,3.17077083255255,3.58805983153672,3.56776075005392,4.258620691113,3.74284786301625,3.3525255717355,4.33293422194054,3.10626673063404,2.97341605556527,3.83363635817835,3.49501509169581,2.946448826016,2.91405741268621,3.19800818426193,3.67881336236286,3.65548822764675,2.93554353948697,3.98129700482818,3.12027442797239,4.04451483086009,3.33983269775895,3.80503960869436,4.04414051989012,3.58500645686623,3.64885648191017,3.3783172128045,2.81438279214005,3.9467111923936,3.92160106450588,3.54398514823539,3.46477903026754,3.30723045945988,3.63536339437762,3.63520257077373,2.84935306671503
TNFAIP3,3.46469755358361,3.79166209269291,4.26360672017646,3.71284138854861,3.36460727177008,3.09168875968639,3.31893626592941,3.4415150977944,4.08180304179937,3.24797179417463,3.49469128409833,3.5611351475394,3.59508399762703,3.46703937727491,3.24564417003874,3.62116048896128,3.20624634030352,3.72150353381756,3.37747254089853,4.24855953606717,3.9232756308012,3.44131596380628,4.1594765353254,3.15115096216723,3.27108453146563,3.37019451483487,3.34729683199895,3.34175888767868,3.1784413708116,3.28369575979452,3.34542431360705,3.6729778443734,3.41535235503369,3.49361194382479,3.30219256458489,3.7735979904827,3.38886871243761,3.69309579647317,3.81154806269199,3.81042206028669,3.55256918081327,3.44085070015113,3.11559453733061,4.18785336450785,3.76247029246917,3.89902327287423,3.38284159904387,3.42771066372379,4.32088342053101,3.26255431139699,3.40272192033015
PSMD9,3.4365339452775,3.61855869419075,3.67739185070106,3.67927032270909,3.59161414283006,3.68527038532631,3.57958983520317,3.6547912448164,3.69970065442282,3.5340906105044,3.46569745224166,3.47645062080686,3.50215908578881,3.61351634892279,3.67554995634878,3.59062808880533,3.56864869991378,3.7752561697026,3.52752498739663,3.71154083629342,3.69040094779048,3.54669710666439,3.86060425229,3.4600449470946,3.44764556335826,3.46530952088127,3.55148342272257,3.52673616522364,3.38494217128083,3.45487289776473,3.67510181824996,3.60310852289282,3.48564903803539,3.6247179252427,3.60067684324933,3.68739829650566,3.5948976073924,3.59844293212919,3.68654368139285,3.59991787970886,3.71601762500698,3.53282416616402,3.48630236788522,3.67704812347944,3.54261669146208,3.71651359034714,3.6637499102909,3.45104381728711,3.58076764366757,3.52357843776235,3.55468476046484
CTNNB1,3.61136404357269,3.64781558184612,3.95408478364972,3.70500076386219,3.30167856424494,3.56226133234257,3.42910617002086,3.25595357185665,3.94245333635711,3.50662556283775,3.2467341290495,3.34373404497247,3.52995045183654,3.25077022447198,3.50411607777361,3.58792379571109,3.20737392802193,3.77980449879319,3.59992278965231,4.15565696270469,3.65571406984107,3.26328896767839,3.89500108700738,3.04992279128526,3.52559439263894,3.31438869301452,3.28193036117663,3.64196642838071,3.55861126327228,3.30784312083137,3.7715820429806,3.62756380468972,3.33097576005232,3.58410157569248,3.34562815454666,3.26342182692138,3.18097040741189,3.21307048234232,3.59529787812083,3.33707431581186,3.59418950063523,3.28137611995828,2.91042962228923,3.35216669020182,3.36095580545316,3.59771064916586,3.48177417103868,3.28776591035151,3.82010637735103,3.47560146321213,3.03831052240685
RP1-93H18.5,3.27053280481841,3.27980811242821,3.83298822417987,3.31896481252609,3.51099729873759,2.21659074859016,1.97942999739273,2.6672184639739,3.85332318198449,3.07570751118519,3.28202792158838,3.39412496150657,3.44512029472635,3.21372011497967,3.1465518863225,3.48173807756113,3.2210183669458,3.59929167992107,3.09873957147232,4.11865620846092,3.31446385984716,3.04069567571018,3.86443145310392,2.66001217139654,2.83550476783494,2.13199377892327,2.776079800231,2.61252108203959,1.46707508351521,2.37661527546736,2.62842265043037,2.97135332812821,2.78163260629942,3.38164962904736,3.10314117321876,3.71335418514338,2.81826747301005,3.49034509641776,3.87444963580787,3.38180488926882,3.10853390494482,2.36127442256221,2.84628142978062,3.46744101434032,2.80251238605908,3.86447423566031,2.67669818112167,3.13491306239722,3.81522073640252,2.60489858050736,2.66951770694837
RRP22,3.04735782333944,3.02974445758651,2.98478241454289,3.48878162080807,3.06493320671308,3.47888899458132,3.43623422814389,3.51886728548382,2.60020267375031,3.37233691828371,3.74955367256754,3.30843421240778,3.49405338604444,3.75089584715018,3.09721217682665,3.43497123834478,3.73888618697814,3.35962321408704,3.16954453766535,3.17781776240109,3.06360803746429,3.52204966798479,2.4199970292732,4.0175540133988,3.8643706839487,3.13988286285857,2.31415173761304,3.49092563946999,3.71152817899375,3.39747906455763,3.04902914105528,3.50713423574324,3.84862633302557,3.2328287096754,3.19863289772737,3.1988370894474,3.61878765097213,3.02477004156605,3.10163401897572,3.26716304242652,3.16471204127485,3.85991968441066,3.63561964363854,3.01977284614026,3.64581158424037,3.05614874971375,3.5901228379872,3.68590199503565,3.16334775946205,3.71859260716205,4.09326730806773
EPHB1,1.96446706118583,1.83041542954341,1.92207118876948,3.00748533024319,3.14292011998604,3.253742786541,2.39472478017968,2.68159486241332,2.0867049931877,2.90515178395123,3.15661607719327,1.84646700985433,2.14091323737389,3.09899655486335,2.45011510317947,3.09037481341102,2.03672867582944,2.15870014539968,2.00522342485814,1.51053160584908,2.0259445457771,1.87233112123025,1.58840617721658,2.85560273568407,3.24198503597204,3.38707449240863,2.91641815068094,2.10339316997353,3.40175782502857,1.98816639846404,2.11171270950013,2.90869996825328,3.27257441145644,2.60825210635124,3.5639669622685,1.65664432175495,2.98351172289951,1.42660884466617,1.64952956594782,2.96374061885788,1.83670379908973,2.41033512432723,1.94595086667156,2.05237454689825,2.26118195159786,1.71857641762573,2.1982831028778,2.1627316404208,2.01897080860075,3.74165811162794,2.59934150322944
EIF4G1,3.35097640149237,3.43809944325222,3.54960643868676,3.4686245109007,3.636085009225,3.34329434258671,3.17266538573718,3.49710208683451,3.49504843155731,3.54328859325954,3.06885275242751,3.38565809988847,3.42850605430821,3.34277688116013,3.4214351114356,3.70337771243974,3.51096114369695,3.35251901419569,3.58007893071146,3.30101370931554,3.24832693736786,2.94069723733239,3.26005683171729,3.12062722771277,3.30892023983997,3.49432285053259,3.46079729720562,3.34487209062213,3.39100448275356,3.48195287548996,3.39385920039911,3.19253065660983,3.3374540696934,3.527422627225,3.52883201744704,2.9371566655895,3.47936898208803,3.50720853348531,3.27826874919487,3.40199435977478,3.5332009250145,2.91453407776416,3.60862614510051,3.30895051854355,3.14907463180811,3.16047543415546,3.29702585582535,3.18355908714133,3.4229955498558,3.45250296711377,2.98535281292952
NT5C3,3.24875723278438,3.52275464961895,2.73168383223704,2.93608728117121,3.31098394815153,3.04420254173065,2.36018808489899,3.01932819107435,3.20435281065042,3.34731693748846,1.94478361289748,3.16136380902663,2.82075366751138,3.03871551349032,3.47697052838191,3.2050513592046,3.12207130789845,3.07275046345983,3.32975168012621,3.07003195277029,3.20187594989806,1.68240683822019,3.13104478569761,1.81720165266305,3.01091110127942,2.88928993436736,2.77870968343542,2.94881626151489,3.32028112504205,2.22544110111487,3.33707351640037,3.05735567399063,3.19712059800448,3.17302884456849,2.07320862574043,1.72879191425378,2.90232060465456,3.13694558117763,3.02302887421919,3.17020947953897,3.38402528405962,2.65616722346535,2.71998555086037,2.73442455863908,2.8110606522268,3.33972663915681,3.18158950850811,2.21119532107727,3.22358782618862,3.04617156660478,1.81536519749076
AF130082,4.33969509463542,3.92959276199185,3.59391367846988,3.6346455140842,2.91379001849597,2.71898387824374,2.78866321312086,2.42729456182006,4.54363079998405,2.98145888595307,2.77546845090755,3.15960117755243,2.923867545221,2.77622159761602,3.0093284941965,3.43039549567728,2.22111678121831,2.7142090124487,3.34902095562446,4.46978058672515,4.13569899647117,2.46748971275746,4.45174845227879,2.56968166967724,2.50635212300816,3.78216722068798,3.8011582951816,2.31140628642183,2.40422288122735,2.41674366082581,3.53379785100084,3.94651877968493,2.68535024944386,3.04182400169754,2.91163373938453,4.18411229777999,3.04788945562091,3.75809633315951,4.2240228489874,3.05204682672614,3.42761641034976,3.01545071297101,2.21940637131407,3.85145086365329,4.153746316599,3.48488794559152,3.2148600013835,3.19662158527778,3.71544382922461,2.37298928578938,2.22955386398114
PAXIP1,2.84091681526192,3.62383839372693,3.36042318372107,3.480571877219,1.90642124555327,2.53376824653813,2.74199336114679,2.59441023121579,3.51676204685815,3.7237187961115,2.72982545166197,3.12519131396183,3.50368121071449,2.94657703306015,3.55880813492608,3.43566984897788,2.71593986518698,3.48925221205965,3.58945909639606,2.85944093652365,3.66728966483037,3.50350319116612,2.93929805554414,2.93601079571521,2.78992674082004,1.85409947502768,1.83905045598111,2.89249363616731,1.78222889221554,3.12243477307221,2.21786016975736,3.24263135869061,2.39955777879363,2.68574979760035,2.56889486803793,3.54026814357398,2.84025731808212,3.52659551308178,3.45775840032767,3.16855611226691,3.66121760682688,3.19267002169181,1.68523103048881,3.30547733957481,2.7745439714365,3.67582827350667,3.67466074978583,3.03771447116961,3.5322197787269,2.96398227220848,2.22189391389397
TIMP1,4.58702135967125,4.74986347105022,4.70523405910507,4.54389439111171,3.44986130429988,3.43889470420863,3.72767843663269,3.6843120365365,4.67344675868032,4.09781025773057,3.54734795216782,4.19187696745118,4.41253930131536,3.4397030285625,3.96534034258178,4.28032698497596,3.59267274714394,4.33717135343579,4.43745106583524,5.10709684834758,4.83584486127482,3.43819509083127,5.00153553155467,3.42207119999162,3.32005817149801,4.05861621441877,4.12894360510755,3.86261283321831,3.26984927542924,3.86750301959038,4.57973256401696,4.12595008313905,3.71358402814922,4.56352636357347,4.15086513799165,5.01508577842571,3.86982049373374,4.59491835816054,4.71494208552789,3.56856250809489,4.67111898315573,3.83526519845531,4.48138741369405,4.9388738209833,4.25197946370855,4.3164072314935,4.16136078390119,3.89343650181405,4.82560135820765,4.3047816832003,3.0525512052271
RPA3,3.52895164801323,3.73125006071112,3.54253750255861,3.80575918313385,3.41380569901576,3.50137055484096,3.40367856563617,3.70842285488043,3.95881975013806,3.79264966784056,3.30573733298404,3.28531399094527,3.40326297386568,3.30640508171646,4.05469745420704,3.44948765580947,3.42318556017555,3.33664121900857,3.35953725292473,3.33247501991216,3.48116218153423,3.26644996538492,3.69703072535441,3.14771341542429,3.08834343696779,3.50265608849793,3.19370549614684,3.30622445514802,3.16494945200221,3.38386327929876,3.45182587319715,3.33528695762929,3.34600794501131,3.62516464219183,3.70493077312,3.58070583535914,3.37179723380278,3.5423368509383,3.40701032639654,3.51426649909539,3.91729976173217,3.47879714426138,3.27109453522493,3.65403284463382,3.15200504306403,3.45544194714621,3.6097997702162,3.48748906457138,3.62501966662693,3.33314568277441,2.91672917770049
CTBP2,3.83064421890207,3.76381838356863,3.93572773270364,4.03822446781049,3.92341013818115,4.11090514937309,3.85369851590386,3.93942224935189,3.86923418463861,3.89090780407608,3.85279096399892,3.85987309266942,3.84175309823755,3.92903785677255,3.97506450205123,3.88217371630946,3.52671485722088,4.04978824131622,3.88931700061023,3.99652625054482,3.80219569493641,3.74720618798379,3.86563517158505,3.989689325535,4.19967656393433,4.07815861857816,3.96227076758051,3.91953046479745,3.9541669838877,3.94534453251826,3.99640715746954,3.99035341983887,3.92223713410863,3.96782273966007,3.91728336915111,3.5536856082824,3.8464402912107,3.75729997227596,3.79975148708331,4.11288067091497,3.7900558495115,3.89459062282199,3.64162420370766,3.81264307457334,3.91373302371865,3.84731879412084,3.95116007276835,3.74590189686273,3.86062879664611,4.13571555092134,4.10158528286245
TAGLN2,3.61637204810293,3.8698421784977,4.22993919493796,4.31500991305528,3.08758800016015,3.4201031854272,3.18095609242134,3.13468062268788,4.02628090820614,4.03951369802797,3.13042319178135,3.69294231263834,3.67364304227009,3.22371186636073,3.77681562511347,3.99526781914555,3.05650351499825,3.81903933449415,3.83769718761177,4.09584862161489,3.82890519718497,2.77945434837614,4.37387738166134,3.07210535389141,2.99544300967363,4.05476039862147,3.1802345786054,3.13055536298776,3.21647072545427,3.60679664871577,3.78726234003481,3.66069646853576,3.05851864382276,3.98950249937567,3.82438418506372,3.69833503614066,3.44248995997063,3.7501575777591,4.00865173052656,3.35324803022815,4.30697028766734,3.18602038028991,3.51647376184572,4.0747432112522,3.581989799475,3.79415561098393,3.46128132523715,3.33420758118977,4.02041697485757,3.17452265330811,3.08139231941032
LOX,3.32483659892874,3.30990024014852,4.19980477282541,3.25017936578984,2.62652616049123,2.87113725514338,2.42651776760021,2.30484367926423,3.71823397135556,2.86513004337741,2.52056737033996,2.86042006549949,2.91662500056507,2.47294065638958,2.45917981235372,2.88468833425954,2.2023493423887,3.12697935341013,3.02551722510085,4.08557960724943,3.96802749448074,2.19774355868323,4.09359032678821,2.30831891978905,2.42741307137127,2.74563760358125,3.09625321078215,2.06560211971277,2.25516874458296,2.43988823529636,3.10128332702465,2.88534934462941,2.76954938486994,2.51953399106888,2.98517444729427,3.30304716180084,2.53157087554904,3.3319127465316,3.89501474771975,2.97517667174223,2.86539123681074,2.27992689549374,2.45183707468462,4.40800188633303,3.01980396739997,3.2078273741811,2.62633010024465,2.87889618434905,4.27439408278222,2.53589260336972,2.13450860090025
CHD7,3.15001090086526,3.19528013364693,2.54012416893658,3.34634749682803,3.72912686829515,3.64515610874383,2.87763794617941,3.80598687359222,2.36130844499638,3.08842634856382,3.62122604616223,2.86258869870371,3.49680224556062,3.53746043377227,3.3951547385546,3.2416597708585,2.50027765123784,2.61773403536402,3.32491450081452,2.62006627063773,2.53988869886201,2.66659191664039,2.614886674777,3.43954584062599,3.62541905614272,3.72928023510051,3.87756034379637,3.47839202133957,3.47648817121651,3.46591319965486,3.76107983626631,2.67497497891561,3.03099781137893,2.75262225968925,3.72005340536513,2.32920662563325,3.18637198869127,2.51295374598323,2.28692329865457,3.39027787204719,2.36015586966758,3.33793702184934,2.67180853994395,2.54725644166801,2.68638956283078,2.4420860602815,3.45596800059588,2.41390634646193,3.3654494208239,3.70226402497739,3.83667716879806
WDR54,4.0115074303817,4.05874813325959,4.34624035628997,4.18743893040806,3.76370884633416,4.0412757652429,3.78589419338288,3.91517687885556,3.93225590324147,3.93440198675666,3.93362023854592,3.76150393150298,3.80574152245852,4.00958175934904,4.00131994110669,3.75768589193888,4.09871611373263,4.28162587717036,3.87637980453864,3.83173358018062,3.95383200371492,3.8398929742881,3.80626424608002,3.79157943013505,3.60830337384466,3.96010154165931,3.88567365262234,3.67912160193195,3.62583802021379,3.85283454303295,4.00151828566003,3.82605263367042,3.79427384414063,3.95137511716042,4.05914607512812,3.96669408562347,3.84874607349119,3.75249995616329,3.81286825448939,3.99810072220966,4.10569571661191,3.79854078059282,3.79965553996993,4.16291758264746,3.78134601177407,4.04731654207476,3.8658040875862,3.93133127624874,4.12055544039564,3.8630916706427,3.62435430031701
PLAUR,3.28965716798139,3.63997380096964,4.01914301224237,3.65828524989337,3.2722151249156,3.13018029066205,3.26781400906569,3.20216670020563,3.74702916499766,3.44933319868004,3.32965410869996,3.34626317184812,3.34059222564457,3.06639003964289,3.19238483286283,3.76359516476008,2.93861027714257,3.54939211269567,3.36166967442737,3.86625903516097,3.78100112942103,3.29626339172636,4.22943304342414,3.02999744443433,3.04356110400186,3.26964508039217,3.34079438375726,3.14878552583615,3.1584264251879,3.08029089727276,3.26348362459019,3.42483232671397,3.50801903865647,3.45514297321226,3.37049310456099,3.83462928026318,3.39348447450137,3.52262352229312,3.83020623139463,3.40820773132207,3.47621901235389,3.29945630478419,3.49666677888005,3.93407950856222,3.6452089017134,3.69288884913407,3.20837201428405,3.36136533211252,3.90228449279591,3.07905202421656,2.93091440842197
AL119491,3.55876231414907,3.55830708251268,3.36104451226982,3.40664729319613,3.41892807938149,3.28221708095765,3.62393782488283,3.54514537042724,3.47332095755699,3.41767475935476,3.69362469306402,3.55286330067882,3.42510166695952,3.28521018478004,3.53143727386901,3.59412647732974,3.02182992771928,3.68859768612285,3.29877232068178,3.5532754387318,3.54780177105604,3.52832563204931,3.30901064323192,3.7310981947296,3.76525611443897,3.37504858341079,3.54623521730659,3.71428616042736,3.60012950245505,3.46044738560456,3.15799258110744,3.4404016367672,3.71154910552998,3.45348285144175,3.45714478680094,3.35168385488928,3.45769073483217,3.24685911218088,3.73392460069674,3.53503409861129,3.32231524253417,3.80594084262009,3.40381363735473,3.37767353362598,3.38293385914929,3.62641582333602,3.71951383463286,3.38491603714989,3.52273757663257,3.61084544382948,4.08620292235097
TMED8,3.34686072381344,3.8856137499117,3.71205002875165,3.67655269249242,3.64799592939712,3.46125835286184,3.8775878631421,3.7346296775941,3.86045330393773,3.74208609928767,3.92492471585757,3.79959967011288,3.89874322198304,3.56723828310925,3.6054663409594,3.60169687795757,3.57013553940599,3.46805519129562,3.6405752423975,3.49575172260793,3.79682866094218,3.62652533948104,3.58138194126175,3.8872312705512,3.76655255740019,3.8954986237905,3.7734353580729,3.89334357314296,4.00764089769129,3.85455361019024,3.48651477906267,3.48919646073887,3.87261923448427,3.7379997118861,3.71928114130989,3.28162074537371,3.73243228164352,3.57569887969303,3.87905359540296,3.78373182756325,3.7049797763904,3.77781229606772,3.9236625638287,3.58577635251991,3.59687891076663,3.84978843799429,3.65658169656587,3.52905942864692,3.82178103166861,3.73122957843539,3.77271606068683
MAP3K7IP2,3.52373502417148,3.51618925468232,3.62844993136731,3.66658489793251,3.62979926979752,3.64669998456962,3.70496744042351,3.60880972987727,3.74114797314769,3.61065217966206,3.57365715013261,3.5912552093366,3.63921178087133,3.72922036934784,3.40609526913077,3.60782739168838,3.13327473867773,3.63454618752883,3.66474076161465,3.42345985464452,3.37909657094216,3.25851708095894,3.63832089777476,3.73985078902595,3.74165693071454,3.73934572442381,3.75268880966073,3.54504992809588,3.67868942278151,3.72080249267329,3.40567430541675,3.54999230185859,3.53414812312358,3.63588598659556,3.79616697380191,3.10462912150733,3.8387785908386,3.66775227941548,3.55620151556026,3.73435763192651,3.5727090016384,3.6471869064632,3.64599629831384,3.75158015665679,3.45390928174945,3.52778413178917,3.61683225551576,3.40487560520923,3.63688630160992,3.85442349801828,3.67471062657094
ZNF25,3.47213278183055,3.61364037241653,3.43642648429886,3.56163068547828,3.64890151661156,3.61812835528785,3.50188418578943,3.73947669420395,3.64904857794575,3.45679085683918,3.70764706496124,3.55994275491986,3.78136663278183,3.37300198093739,3.57021008675025,3.60078999634444,3.82705959860044,3.43794309962259,3.50724122046553,3.57183991539857,3.53747265428708,3.77100442961713,3.50681569211664,3.84492993551944,3.76222926039676,3.63230895883359,3.53788089896258,3.68762606466842,3.69026777701529,3.72353316493034,3.75867076933806,3.40763169691503,3.76800817657992,3.55899053045552,3.64948547240509,3.24332632452529,3.81267429526404,3.41570218375338,3.3905497204861,3.7015741152131,3.44818779361322,3.74351368433603,3.89764946512602,3.42204967241366,3.69695018833461,3.5313626638434,3.57139807784811,3.64391524978507,3.38864497299575,3.70787764990901,3.82116339704453
TM9SF3,3.96951040306205,4.07448928054366,3.95790759815294,4.0350286011127,3.97402406975711,4.20292386432824,4.09440487883118,4.44031057081246,4.05724206053268,4.12589256083738,4.29267722136774,4.06890986157047,4.20935276720807,4.18845772897142,4.10114875117929,4.17712896652606,4.376416439162,4.003381507452,4.09447790679708,4.12969749550795,4.20246406782045,4.30764300995711,4.01485373402472,4.23558020566547,4.31212469609954,4.41859114415587,4.39120084578648,4.30695722143454,4.47000694188489,4.17963479322329,4.32180620837108,4.31457955344512,4.02798871237805,4.18191255528937,3.92633838152795,3.92412679090779,4.22559179144285,4.11389340556943,3.98143572492111,3.99142288171448,3.98020328293092,4.55865422033679,4.19448686807181,3.8131257081279,4.13001838838595,4.11242803069359,4.12401543379169,4.25681555943304,3.99920838529526,4.18732961742574,4.30437482975609
SGCD,3.3880999576811,3.17671243477533,3.77412921222642,3.46999923085278,3.33072862416284,3.44849530353564,3.69845236438157,3.65658543134871,3.68234087105322,3.36706374574785,4.0460045208223,3.71088749109532,3.45642221444547,3.71081632969396,3.1494020322291,3.51959832117011,3.36211305426996,3.67114774736219,2.93736842085327,3.43963028097737,3.50860916402826,3.64918185494026,3.18707830482304,3.95592440757589,3.78620672237377,4.47797857386327,3.57233199878001,3.75939351053835,3.5323676720519,3.75154329642193,3.63451958913882,3.55495566992524,3.72366800572015,3.10261033773387,3.56338306142515,3.47624454319961,3.55129979882677,3.28375067180805,3.57961453172988,3.61294303354711,3.22900363962932,4.07833840410032,3.54138888640545,3.53539426212164,3.809043641351,3.32698026893897,3.63684681826179,3.66971695393322,2.92521253277899,3.67811102560033,3.94389410059046
GGH,3.35611768067967,3.54975146842333,3.65813851656748,3.51517165242608,3.37462078763378,3.50734831387135,3.33831921094662,3.46203873273139,3.60083474847958,3.46120970146722,3.16819920878763,3.19306835914573,3.43015538937418,3.02690366634995,3.6624138475553,3.36217738129578,3.21479829770118,3.45227707983871,3.25310625515248,3.31241666040911,3.44070888281975,3.37649501730087,3.27873371438178,3.03753167212483,2.79375477387624,3.53724620395892,3.32153898790621,3.11382941858001,3.16568492777549,3.07559330799442,3.48173908019823,3.22634698713311,3.20212170937094,3.54180644032798,3.44917482695149,3.17584393031772,3.16125806689094,3.13034148921717,3.30068024781364,3.44128467874094,3.48558998283723,3.23816959590759,2.9861323584598,3.3878626650454,3.16090770575612,3.36067954451343,3.42766232289613,3.23344109767989,3.45102168052722,3.17067849673483,2.9806304854901
QKI,3.35413476505037,3.4428588665013,3.27103567258604,3.70183495523594,3.56970120449415,3.44474394687347,3.43698670608516,3.76035130155,3.29366060165619,3.79836325318378,3.86442326400648,3.41992404218391,3.83791977697174,3.85021025182672,3.59158789488578,3.90130468366592,3.6181601616234,3.40226551038261,3.47504369533173,3.29980333736857,3.69965044475766,3.68475463487061,3.35991948838737,3.70227764477216,3.69139281653226,3.87551466170091,3.6275720974933,3.85183930289897,3.57814458899317,3.69750491893546,3.4398295582352,3.98301635851807,3.65587783513814,3.41075581327648,3.60576775963048,3.51633093635801,3.83616429632238,3.1616539434131,3.56935787202944,3.66327933270806,3.59774497339855,4.09822760737553,3.3299473667189,3.44425751686527,3.55992935610832,3.49914029714446,3.65781253016457,3.74142273149735,3.35637621252727,3.76049176897755,3.94091628009919
LILRB1,2.7791388703395,3.11410133994386,3.26721867662012,3.06287818107963,3.38529697440932,2.51027952689506,2.16928639288057,3.0935162389895,3.35680058231271,3.12391759647386,2.95390942263694,3.10323089534719,3.23535747292921,3.02647892324403,2.65968901509798,3.49557708183845,2.74554164146887,3.15285042243442,3.17880290702016,3.69719480712659,3.39527937836544,2.78420990597238,3.70016570670325,2.723515598897,2.86435798307051,2.19573918276683,2.9987243426172,2.42548531070803,2.51675345791129,2.66035692306583,2.59502198678418,3.25576924681791,2.58851372354611,2.74690963173353,2.61019048797089,3.72553448137683,3.31582072936668,3.04855405300114,3.3880791664306,3.32293157368721,2.78440116131165,2.7488203954946,2.00988836943398,3.09940402689959,3.04647877555447,3.50757672756894,2.99803079405382,3.13013362522309,3.73545557483859,1.92234132410186,3.06416474146938
MYL6,4.54252437771969,4.54327424799044,4.66838591669,4.41796157998871,4.47752412203687,4.39829487333279,4.36045159155907,4.47818377272356,4.4576039652774,4.43725213797647,4.42354582684497,4.50758469018204,4.47023038461635,4.48249097883252,4.41376533300443,4.50586296571592,4.37124418699362,4.50763182856033,4.40743722107965,4.74192987247686,4.5721393034609,4.34085974789862,4.67325458873118,4.38282064445643,4.32531078239123,4.28746912106868,4.32245701622995,4.38586834395345,4.36752967861166,4.36727852397152,4.50967821082636,4.5081756347636,4.38285854184229,4.52844775607072,4.54403578127612,4.8291594344003,4.54365643599133,4.4183788275119,4.62751707536482,4.44284327972441,4.51025227215055,4.4119758497016,4.3519932209784,4.62765520106857,4.58242617691264,4.56059704683997,4.40511249889449,4.48564463756435,4.54960944021516,4.4010844593172,4.40724423945427
C6orf115,3.44755027024639,3.22281450141205,3.51798311831869,3.51563067666383,3.30731864694816,2.90846786122687,3.03470103347962,3.41001237061888,3.56602704617463,3.56165952277679,3.16366219511544,3.39668952662198,3.2096664550382,3.44452959155157,3.30269730478814,3.41533099250755,3.50781351917509,3.24935614277597,3.10039019132832,3.891249077383,3.56721981361875,3.38371952348282,3.90230461573817,3.08580664299293,2.87823389383088,3.10218115142568,3.38615960173891,3.16865066758346,3.12298905322344,3.4322171983964,3.38476331794205,3.47019005337934,3.26802890697211,3.43017974468585,3.34282717588803,3.53651576851719,3.34868485049884,3.35737142269796,3.61166362823491,3.35904810809598,3.44905284444149,2.75629294851897,3.37429420677756,3.4383991424799,3.33789712880024,3.55938515871542,3.24442384053279,3.55898693365101,3.6600711689824,3.47738421278644,3.00545593607667
MBOAT2,3.6804220916798,3.77316929390274,3.43858284940665,3.63355692144457,3.83724888671917,3.81506851519399,3.82882179247351,3.99987590433861,3.40571816062741,3.74023143376553,3.89594322141298,3.76734520689187,3.79491272256259,3.75965991402233,3.85099946876585,3.77819742790849,3.79573400036713,3.56459375470996,3.70109924673095,3.24409148520085,3.87812759206515,3.89902853340592,3.1857330551493,4.07512479721385,4.04409795075624,3.80268808902404,3.84723774080816,3.90682122249646,4.05541159033026,3.81779752614551,3.73495000712631,3.69995508221092,3.84858023706773,3.69831433298327,3.86374867633951,3.5875734727815,4.00792849734184,3.71140124807239,3.66093602142158,3.73255900156097,3.99805723109959,4.21733515312789,3.51730980281018,3.69266003554487,3.81782864274528,3.69961462671683,3.78796624278652,3.86182798309477,3.525130749948,3.94156201456082,3.99960509025146
MAPBPIP,3.5813666826579,3.47353426544286,3.50700452194874,3.70032964757706,3.46579478958516,3.31849741244208,3.46728689005125,3.39934155818937,3.58222624963724,3.69197454768693,3.42874238109168,3.41447345469036,3.45057670765823,3.41827195058693,3.64272877578792,3.41562363445526,3.47267031301492,3.43550641455351,3.38704795189292,3.4748907910025,3.44955969644165,3.48362979727207,3.60002599472748,3.280964920682,3.42682312569948,3.22392068242842,3.22604643935979,3.44731496941715,3.24995202975043,3.48374230316297,3.36729571208112,3.37130989089185,3.40736999664016,3.54145530257866,3.48230348379903,3.66065491741632,3.57935606333459,3.52175194089978,3.51661257494158,3.54839113810766,3.53742566011685,3.19402927079726,3.44274731864946,3.47198705233119,3.3955598182258,3.41901679021615,3.52077807184125,3.47965821695165,3.42966250576819,3.64078692573425,3.16854226599104
